AhoAV,Aho,Alfred V.,1941
Hopcroft,Hopcroft,John E.,1939
WirtNik,Wirth,Niklaus,1934
Leiserso,Leiserson,Charles E.,1953
RivestRL,Rivest,Ronald L.,1947
SteinCL,Stein,Clifford S.,1965
