Name     Population    Area          Landlocked
Angola       26,655,513   1,245,585	false
Argentina    44,272,125   2,732,847	false
Bolivia      11,052,864   1,083,614	true
Brazil      211,243,220   8,349,534	false
Chad         14,965,482   1,257,604	true
Chile        18,313,495     744,451	false
Columbia     49,067,981   1,110,135	false
Egypt        95,215,102     994,933	false
Ethiopia    104,344,901   1,000,430	false
Kenya        48,466,928     568,861	false
Mali         18,689,966   1,221,566	true
Nigeria     191,835,936     910,902	false
Niger        21,563,607   1,268,447	true
Paraguay      6,811,583     398,338	true
Peru         32,166,473   1,281,533	false
Tanzania     56,877,529     885,943	false
Uganda       41,652,938     199,774	true
Uruguay       3,456,877     174,590	false
Venezuela    31,925,705     881,926	false
Zambia       17,237,931     743,014	true
